id,text,n_tokens
c_ece43a25803b,jika anda menerima informasi korban hilang dan meninggal di banjir kuningan itu adalah hoax nama-nama itu adalah korban longsor di kecamatan salem kabupaten brebes semoga yang menyebarkan hoax dibukakan mata hatinya agar menjadi orang yang amanah,36
c_4c12bb441e39,brebes - jateng ( 24/2 ) pmi kabtegal hari ini sabtu ( 24/2 ) memobilisasi sukarelawan untuk membantu penanganan banjir di kabbrebes,22
c_508807df36df,bersama kepolisian disbanser ikut serta membantu warga banjir di kecamatan benjeng,11
c_cc51b2bc4b92,banser langsung turun membantu korban banjir di gresik,8
c_3916af60d390,ansor banser bersama kepolisian turun langsung membantu korban banjir di gresik,11
c_1d143ac1efcb,29000 warga terdampak banjir di kabupaten bandung,7
c_05285559fb82,tim sar gabungan berhasil menemukan dua jasad remaja yang sempat dilaporkan hilang terseret arus banjir di sungai,17
c_cf6a6825edb3,( laporan warga ) waspada banjir ancam lamongan ! ada kejadian banjir/longsor di lingkunganmu ? yuk laporkan di,18
c_f9db069bc515,* kompak peduli * mengajak teman-teman semua untuk menyisihkan sebagian rezekinya untuk membantu saudara-saudara kita yang tengah ditimpa musibah letusan gunung sinabung dan banjir di brebes mari membantu sesama,29
c_6fedf40b5302,semangat tim dapur umum persiapan produksi makanan ( nasi bungkus ) untuk korban banjir di brebes,16
c_13fbed6caa40,penyaluran bantuan kepada korban banjir di desa pamasongan ciledug lor kecamatan ciledug dan babakan losari kecamatan losari kabupaten cirebon oleh ams kabupaten cirebon barang bantuan ini berasal dari penggalangan bantuan yang dilakukan tim ams rescue di blok pahing desa karangsuwung,40
c_ebeb6e18cd2c,dikomandoi oleh pak ta kawan2 pendamping desa kabupaten cirebon bantu korban banjir di cirtim,14
c_50e7201e0cf3,banjir yang sudah 3 hari merendam ribuan rumah warga di kabupaten bandung menyebabkan ratusan warga menderita,16
c_e508354d04aa,demi kemanusiaan tim prabowo menyapa sambangi korban banjir dan longsor di kuningan,12
c_3246d5aafd29,detik-detik banjir bandang menerjang jalan utama di kecamatan gunung sugih lampung dan menelan 3 korban jiwa,16
c_fac67fe394b6,pesan kamar di airy room pas sampai kamar banjir karena kamarnya di airy pansih,14
c_f7277ccaf6f5,banjir melanda jalan sutaatmaja panglejar 1 dan 2 mungkin juga sampai panglejar 7 tolong di perhatikan untuk para pejabat yang masih memimpin di pemkab subang ini terjadi terus menerus apabila hujan besar,32
c_34c6a6bef019,terdampak banjir di ponpes alkarimiyyah kabupaten sumenep,7
c_e4c5de5e4afc,sambung rasa support pada masyarakat korban banjir di benjeng kabupaten gresik,11
c_073f41613424,calon gubernur jawa tengah mengatakan bahwa penanganan banjir dan rob yang terjadi di jalur pantura kota semarang perlu dilakukan berbagai pihak secara bersama agar hasilnya bisa optimal cc :,29
c_e82bb19ee75f,meninjau lokasi banjir bandang dan jalan longsor di desa sumberagung kecamatan ngaringan kabupaten grobogan,14
c_4210cacecae2,tim sar polres lampung timur evakuasi seorang anak yang bernama arya saputra terseret banjir kejadian ini berlangsung di desa pasar sukanda lampung timur,23
c_652d1a92cdd1,teringat saat banjir besar di desa kertajaya muba akhir desember 2017 dodi terjun langsung ke lokasi kakinya menyeruak banjir besar itu bukti dodi adalah pemimpin sejati,26
c_4888262d3d25,projek ini yang bernilai rm108 juta merupakan sebahagian daripada kesemua projek tebatan banjir kerajaan yang berjumlah rm564 juta di sini insya-allah bandar pekan tak akan dilanda banjir lagi,28
c_ac5d71e005b0,aksi pekerja migran indonesia peduli banjir dan longsor di korea selatan,11
c_f63b0814b62b,dedi mulyadi tawarkan solusi atasi banjir di bekasi,8
c_d4bc4771c60c,banjir di daerah driyorejo arah ke cangkir hati jika teman '' ada yang otw ke daerah sini,17
c_b75280449d1b,gotong royong warga membuat dapur umum untuk korban banjir di brebes alhamdulillah bantuan dari pemerintah bpbd kemnsos bumn peduli & masyarakat berdatangan terus menerus matur nuwun sanget,27
c_6af1e9d29588,banjir di jalan borobudur jam 17 32,7
c_ba3075f6ae23,ditengok dedi mulyadi korban banjir bandang di cirebon meminta peralatan mandi,11
c_741cbecd7115,pmi mendistribusikan bantuan untuk korban banjir di kota metro,9
c_94b5569f2de6,situasi & kondisi masyarakat di sepanjang sungai yang meluap banjir di salem brebes terima kasih kepada semua pihak yang telah membantu,21
c_d74599404ae3,kondisi rumah yang rusak akibat banjir di salem brebes,9
c_3a44298dc20a,kemarin diminta hadir oleh warga korban banjir bandang di cirebon alhamdulillah bisa bercengkrama dan mendengar keluhan para korban tidak boleh lagi kita mengabaikan hutan dan sungai atas nama pembangunan hutan harus tetap hijau air sungai harus tetap mengalir,38
c_ac6d44087ca3,korban terdampak banjir dan longsor di jawa barat capai 44 ribu orang,12
c_7b19201e8865,assalamu'alaikum wr wb alhamdulillah pendistribusian untuk korban bencana banjir sudah kami salurkan di kantor balai desa kecipir kecamatan losari rabu ( 28/2 ) malam kami ucapkan terimakasih kepada semua donatur atas kepercayaan yang telah diberikan kepada kami,37
c_3427871b714e,1 ) sahabat peristiwa banjir yang melanda negeri masih terjadi di beberapa daerah dan diantara kejadian banjir ini ada sebuah kisah yang menarik untuk dicermati ini kisah tentang salah seorang pengantar kami ia bernama sumarjono,35
c_765848653139,kopassus beri bantuan ke korban banjir di brebes,8
c_d4cf4be67622,contoh di kota samarinda masalah utama : pdam keruh listrik byarpet banjir parkir liar kurang rekreasi bisa memanfaatkan sungai mahakam menyulap tempat kongkow yang cuma lesehan jadi tontonan atraksi air mancur seperti song of the sea di sg,38
c_2f5c06206cd5,di tengah bencana banjir yang sedang melanda bandung selatan inilah salah satu komunitas yang turun tangan ke lokasi bencana wanita gandawesi berikan trauma healing untuk korban bencana banjir di bandung selatan,31
c_930b89506912,banser itu memang suka bikin ulah banser sigap tangani korban banjir dan longsor di kuningan lewat jabar online,18
c_90016eddb69e,baguslah kalau mca sudah di cidukbyngin kalau enggak msihh banjir hoax di sosmed,13
c_a0694742c83d,654 : rt : masih ada genangan banjir di cijagra bojongsoang,11
c_7a2bb02c2f54,1350 : makin tinggi banjir di cikadut hati-hati |,9
c_3b60e1b009e0,dpc xtc cirebon kota memberikan bantuan kepada korban banjir di desa ciledug wetan kabcirebon,14
c_f433196d2665,tadi saya ke kecamatan majalaya menengok korban banjir saya rasa solusinya sgr hulu citarum harus dihijauka mengatasi endapan aliran sungau dan buat kanalisasi air atau bendung di beberapa titik lalu tegas terhadap aturan tindak siapa saja yang mencemari atau polusi di citarum,42
c_533624287835,ketinggian banjir di kawasan kebon pala capai 1 5 meter,10
c_138bc19d7b94,begini cara informasi banjir disebarkan di bekasi - warta kota < - komentar ?,14
c_f85848f07704,bedah rumah korban banjir jakarta di ujung jalan sawo condet balekambang salim sedang sibuk menggotong,15
c_d2ed8443710d,pemantauan banjir oleh kapolsek jatiuwung di wil regency kecamatan periuk tangerang,11
c_ba7995f189ba,regrann from - pmi siap bantu masyarakat yang terdampak banjir di perumahan,12
c_4a5793cfa653,lapor pak mohon atensinya buat banjir bandang di dompu sore ini terimakasih,12
c_4ba754ef05ea,dapat kabar dari saudara di kecamatan dompu ntb banjir melanda beberapa wilayah di dompu semoga segera surut banjir nya,19
c_ee96f385733d,meskipun keras hidup di jakarta yang tiap hari saya harus rela bangun pagi2 mengalahkan ayam jago pulang pergi ngantor ketemu macet belum lagi banjir yang suka datang tanpa diundang katanya sih jika bisa bertahan hidup di jakarta artinya bisa hidup dseluruh negara di dunia sahih !,46
c_9f18c263c081,bukan sesuatu mengejutkan wujud penyelewengan agihan wang bantuan banjir di ppinang,11
c_dd24217de33f,landasan ulin banjir wali kota banjarmasin terjebak di bandara syamsuddin noor,11
c_209956611080,potensi hujan lebat meningkat waspada banjir dan longsor di wilayah indonesia 7-10 maret,13
c_de7c9fab3382,peduli banjir di kabupaten gresik ansor melakukan beberapa hal praktis 1 diskusi dengan warga ( serap aspirasi ) 2 menghubungkan dengan stakeholder setempat 3 memberikan rekomendasi penanggulangan terhadap pihak terkait sederhana tapi bermanfaat,33
c_abd6e381a70c,| potensi hujan lebat meningkat waspada banjir dan longsor di beberapa wilayah indonesia * slh 1 nya jogja 7 - 10 maret 2018 via,24
c_95cb1a5c9708,terus berbakti untuk negeri sahabat2 banser banser saat banjir di brebes kemarin cc,13
c_8109f302cd97,banjir melanda desa kami hingga 5kali dalam seminggu dibulan februari kemarin yaitu di desa jagalempeni kecwanasari kabbrebes,17
c_be920e3c3fc2,1803 : kendaraan yang mau ke arah cileunyi hati-hati ada banjir besar di cinunuk setelah pom bensin macet hingga kampus uin bandung tidak bergerak sama sekali |,27
c_f496dd6996c6,ini satu lagi usaha antisipasi banjir di kota padang baca nih biar kita lihat sama-sama pembangunan infrastruktur untuk kota padang,20
c_f6c998e7716d,2249 via : pantauan banjir di kompleks griya caraka - cingised imbas dari bobolnya tanggul di jalan senam arcamanik,19
c_9dc808e27fd0,penampakan banjir di kabupaten bandung dari pantauan udara,8
c_059429e1840c,yb menziarahi mangsa banjir di kampung lubuk kulit jelai cameron highlands menyampaikan sedikit sumbangan selaku ahli parlimen bagi meringankan beban mereka,21
c_410ee30f5fcc,musim hujan telah tiba waspada ancaman banjir di sekitar kamu ya gaesss video :,14
c_be7796c9bf1d,hadapi musim hujan anies siapkan antisipasi banjir di jakarta,9
c_f2270ce78503,rp15 6 miliar untuk 3 jembatan rusak akibat banjir di desa talang dan jarum kecamatan bayat serta desa ngandong kecamatan gantiwarno,21
c_b1b916653b69,antisipasi banjir malam-malam anies sidak di cipinang melayu,8
c_b5ccf61e3c0a,bagaimana nanti kita cek di bmkg titik banjir di jakartaapa gabener pecahkan rekor banjir barudi jakarta,16
c_bc106056ffdd,info 13/11/2018 kerja2 membetulkan pacang banjir terbalik di t138 jalan permaisuri hulu seladang aht ( norlan united ),18
c_9ddad955003c,kopdar perdana imnu pemalang banjir order dari instagram marketing pemateri : riva anisa ainatun pematerinya bakal bikin kalian super fokus loh kak pendaftaran bisa menghubungi nomor wa di gambar guys kuuy yang di pemalang merapat ! !,37
c_2783055311da,selamat buat pak anies yang berhasil kembalikan ( lestarikan ) banjir di jakarta salam ok oce,16
c_597d813b6423,rumah zakat distribusikan bantuan untuk korban banjir di palembang,9
c_04f11694dd84,[ infografik ] persediaan banjir di seluruh negara,8
c_9b64d1aa0f37,kuwait dihantam hujan deres sekolah & kantor diliburkan banjir di mana-mana karena saluran air tertutup pasir yang menggenang jadi lumpur ( foto dari page kuwait up tapi date ),29
c_f6fedb14015e,banjir di jalan dagang sukajadi diakibatkan hujan deras bagi kendaraan sepeda motor hati-hati saat melintas instagram : hawaiianhaar,18
c_4850cbe7ada1,[ bhuwana charity ] ayo donasi ! untuk saudara kita korban banjir bandang di kelumbayan lampung bantuan seperti uang pakaian layak pakai dsb hubungi : 1 tf : bni <PHONE> an guruh r ( <PHONE> ) 2 jemput donasi : <PHONE> ( tasya ),44
c_6ec002fa70bc,foto : 11000 karung pasir disiapkan untuk antisipasi banjir di jakarta utara,12
c_990a0c720b42,musolah ini kena banjir di renopasi agar bisa di gunakan lagi untuk shalat oleh penumpang2 travel natal -padangsidimpuan semoga adek2ku tetap semangat,22
c_d5c9423b595a,* foto banjir di tangerang disebar sebagai banjir di jakarta * dalam hati netizen : jangan komen jangan komen jangan komen jangan komen jangan komen jangan komen jangan komen jangan komen jangan komen jangan ko- jempol netizen : maaf itu bionya tolong di-update jadi pengecer hoax,46
c_c909de1b6860,baru beberapa hari yang lalu saya dikirim gambar sama adik saya yang terjebak macet dari depan lipo supermal karawaci lah kok ada yang bilang banjir di jakarta,27
c_03d056ac4a03,banjir di tangerang anies baswedan yang diserang,7
c_4fc14e3ca62b,buahahahahahah nanti banjir di zimbabwe juga anies diserang ya,9
c_918d91f99558,gubernur tinjau korban banjir di simpanggambir warga setuju pindah dari bantaran sungai,12
c_773868c69b7f,banjir malam ini di daerah pidie jaya aceh sungai meluap akibat hutan yang dihancurkan alfatihah kiriman video tim ranger kepada saya apa yang bisa kita bantu ?,27
c_ed44470c9ff7,mari sahabat kita bahu membahu untuk membantu saudara-saudara kita yang terdampak banjir bandang di tasikmalaya kirimkan kepedulian anda melalui rekening : bni syariah # 66 0 4454 atas nama aksi cepat tanggap,32
c_6e90e8ddcf52,wow ! pks gerak cepat bantu korban banjir di medan maimun,11
c_fe070af491cc,polisi bantu evakuasi korban banjir di aceh utara,8
c_dcb51e7c19ef,banjir landa 6 kecamatan di aceh utara lebih dari 1400 rumah terendam banjir ketinggian 20-130cm 4 unit rumah hanyut terbawa arus sungai 5 tanggul rusak berat tidak ada korban jiwa penanganan darurat dilakukan bpbd dan aparat lain,37
c_60b8459a77d7,semalam punya cerita menyelesaikan masalah banjir dan kemalangan di kulim,10
c_0b448427f704,innalillah semoga tak ada korban lagi dalam benjana banjir di jeddah ini senoga tak ada narasi meme bahwa kejadian ini karena saudi kuwalat mas imam yang besar kuwalat bendera tauhid '' yang mereka bilang simbol2 radikalisme,36
c_ccfffdb372c4,lah ini kan banjir di pekanbaru kok bawa-bawa anies ?,10
c_10642db2cc7c,tim kbri dan atnaker kuwait blusukan menyambangi akomodasi pmi perusahaan domain furniture di area jleeb al-shuyoukh sebagai program pembinaan rutin bidang ketenagakerjaan sekaligus meninjau dampak kejadian banjir di area tersebut yang terjadi sehari sebelumnya,34
c_686dd605304f,laporan kejadian banjir daerah seremban lokasi : kg gadong sc 19 nov 2018 jumlah hujan : stesen sendayan : 85mm punca banjir a hujan yang sangat lebat > 85mm ( sendayan ) limpahan air sg gadong b terdpt kwsn pembinaan baru di kawasan hulu menyebabkan kuantiti air ke sungai meningkat,50
c_bce3c543752c,mengunjungi cut meutia di dapur umum lokasi banjir akibat tanggul sungai pecah di syamtarila aron kejadian ini berulang saban tahun dititik yang sama tanggul tak sanggup menahan limpahan air yang turun dari aceh tengah karena tanggul penahan terbuat dari tanah tanpa batu dan besi,44
c_dfb045cff33d,dapat kiriman dari update banjir di padang pasir hari ini,10
c_e7b316b250cc,kabtegal - jateng ( 21/11 ) rapat koordinasi mengahadapi bencana banjir dan tanah longsor di wilayah kabupaten tegal tahu 2018 - 2019 yang diselenggarakan oleh di gedung pertemuan pmi kabtegal,30
c_beb49a9d0b12,info 21/11/2018 kerja2 filling shoulder akibat banjir di jalan t168 chalok/gong terap/ bukit putera sec 15 `` road users convenience is our priority '' aht ( norlan united ),29
c_53ad55500190,imbn bantu korban banjir di batang natal madina,8
c_10b92e5094bd,laporan rodja peduli banjir pangandaran 2018 klik tautan : jazakumullahu khairan kepada para muhsinin yang telah menginfaqkan rizkinya semoga allah mudahkan urusan kita semua di dunia dan akhirat amin,29
c_f4da663c6f25,pembangunan saluran drainase sangat diperlukan untuk menghindari terjadinya banjir di musim penghujan,12
c_0645b34eecdf,pembangunan saluran air untuk mencegah banjir di desa wonorejo kecamatan srengat kabupaten blitar,13
c_a8655ac3d003,0:15:33 wib terpantau banjir di sekitar kiaracondong berhati-hati ya sobat,10
c_fa39d8cf8853,1520 : banjir di cicadas sudah 3 hari tiap hujan selalu banjir |,13
c_77fd06074b7f,musim hujan telah di depan mata sampah yang ada di kawasan kali grojogan berpotensi menjadi penyebab banjir di kawasan blora kota sehingga aksi kerja bakti membersihkan sampah di kawasan ini digelar,31
c_b7585d4a0dc2,sebulan dilanda banjir warga di sri meranti pekanbaru enggan mengungsi,10
c_b1c59df8771f,mangsa banjir di alor gajah kekal 45 orang,8
c_90332ed988c1,banjir di jalanan swiss airnya sungguh sangat jernih fakta atau hoax ?,12
c_f19bd084690b,mulai meninggi debit banjir pasang laut ( rob ) di kampung beting desa pantai bahagia,15
c_8073e64fbcff,p mau pantun boleh ? boleh ya waktu semarang kaline banjir seng di sayang ratau mikir,16
c_f57ad6add8ae,jembatan jebol dihantam banjir di lembata,6
c_a8a2be460536,rt woelannnn : proyek penanganan banjir solo paket 3 saat ini telah mencapai 98 9 % selain untuk penanggulangan banjir disitu juga dibangun fasilitas untuk rekreasi yaitu jembatan kaca & taman di bantaran sungai yang bisa untuk jogging & bersantai nanti disitu saja,43
c_8709b65c812b,banjir bandang terjadi di daerah alas malang kabupaten banyuwangi cc :,11
c_e47394245880,penanganan banjir dan pembersihan sampah di saluran rumah pompa summarecon oleh urc pemeliharaan sda dpu cc,16
c_af5529fc6d3f,alasmalang banjir lagi semoga saudara2 kita di sana di beri keselamatan amin,12
